,Accomodation_Type,Reco_Insurance_Type,Upper_Age,Lower_Age,Is_Spouse,Holding_Policy_Duration,Holding_Policy_Type,Reco_Policy_Cat,Reco_Policy_Premium,Response,city
1837,1,1,4,4,1,8,1.0,16,4.442529937370382,0,C1
1839,1,1,4,4,1,0,0.0,16,4.377105817269054,0,C1
1848,1,1,3,1,0,5,3.0,22,4.546858399211342,0,C15
1851,1,1,2,2,1,4,3.0,16,4.107644047127187,0,C3
1855,1,1,3,1,0,1,1.0,16,4.3173277524786595,1,C16
1858,1,1,2,1,1,8,3.0,22,4.333165042543883,1,C3
1881,0,1,3,2,1,0,0.0,22,4.472931886395705,0,C4
1883,1,1,4,3,1,3,3.0,16,4.377105817269054,0,C1
1888,1,1,3,2,1,3,3.0,22,4.305729599889036,1,C2
1890,0,1,4,2,1,15,3.0,18,4.405530763820827,0,C11
1903,0,1,2,2,1,8,1.0,22,4.269625005754315,0,C7
1905,1,1,4,1,0,8,1.0,22,4.626512818883297,1,C24
1906,1,1,3,2,1,15,1.0,20,4.265572461743118,0,C14
1908,1,1,2,1,0,14,1.0,19,4.3849623973026075,0,C18
1949,1,1,3,2,1,0,0.0,21,4.529430354366986,0,C5
1952,1,1,3,3,1,3,3.0,3,4.4206553400742825,1,C2
1956,0,1,2,2,1,3,2.0,20,4.041550581717646,1,C1
1962,1,1,3,2,0,3,1.0,21,4.360759981071377,0,C9
1967,0,1,1,1,0,1,4.0,18,4.148941814902911,0,C2
1970,1,1,4,4,1,0,0.0,18,4.469586402527706,1,C1
1972,1,1,2,1,0,9,2.0,21,4.310718795868461,0,C8
1975,0,1,3,1,0,9,3.0,17,4.225526374698093,1,C2
1976,0,1,1,1,1,2,4.0,15,3.8939613917934297,0,C4
1982,0,1,2,2,1,3,3.0,18,3.9509487143994004,0,C8
1989,1,1,3,1,1,0,0.0,22,4.365368162988663,0,C5
1991,1,1,3,3,1,11,1.0,19,4.315273236669436,0,C1
1999,1,1,2,2,1,0,0.0,22,4.33685982091681,0,C2
2001,1,1,3,1,0,8,3.0,15,4.3492542090174195,0,C5
2008,0,1,2,1,1,0,0.0,16,4.386020710852329,1,C24
2019,1,1,2,2,1,6,2.0,16,4.260739019910411,0,C1
2023,1,1,4,3,1,15,3.0,4,4.319256005616446,1,C13
2032,1,1,3,3,0,5,3.0,18,4.3222192947339195,0,C1
2036,0,1,1,1,1,0,0.0,20,4.095545925503918,0,C11
2039,1,1,4,4,1,6,2.0,20,4.51914518196853,0,C1
2047,1,1,4,3,0,0,0.0,5,4.52270499273475,0,C1
2055,1,1,4,2,0,3,3.0,20,4.527206998921071,0,C14
2061,0,1,2,2,1,1,1.0,22,4.343999069057161,1,C2
2074,0,1,2,2,1,14,3.0,5,4.193091189801662,1,C22
2080,0,1,1,1,1,0,0.0,20,4.22514380468751,0,C32
2082,1,1,3,3,1,15,3.0,21,4.423278649642035,0,C1
2083,1,1,2,2,1,0,0.0,13,4.188467240241788,1,C2
2086,0,1,3,1,1,4,1.0,13,4.37942880724171,1,C2
2088,1,1,2,2,1,0,0.0,1,4.209085869762748,0,C3
2090,1,1,2,2,1,0,0.0,22,4.3451933089234,0,C11
2091,1,1,3,1,0,4,3.0,5,4.404334161747065,1,C1
2093,1,1,4,3,1,2,4.0,1,4.476947502174075,0,C5
2099,0,1,2,2,1,0,0.0,1,4.150965096616548,0,C16
2106,1,1,3,1,0,15,3.0,19,4.281124309449275,0,C3
2110,1,1,2,2,1,12,4.0,15,4.209128803328292,0,C18
2116,1,1,3,3,1,15,4.0,16,4.327840989095961,0,C1
2122,0,1,2,1,0,4,1.0,21,4.212975546652137,0,C10
2124,1,1,4,3,1,10,4.0,1,4.321038892726055,0,C8
2130,1,1,2,2,1,3,1.0,14,4.1126050015345745,0,C4
2133,1,1,4,3,0,15,4.0,17,4.491473755370671,1,C7
2154,1,1,3,1,1,15,1.0,19,4.3689485170004065,0,C19
2163,1,1,3,3,1,0,0.0,21,4.381403912365291,0,C7
2183,1,1,3,2,0,1,1.0,1,4.240249631518799,0,C15
2194,0,1,3,2,1,1,4.0,22,4.357019579049672,0,C9
2195,0,1,2,2,1,1,2.0,21,4.267359490827859,0,C9
2198,1,1,3,1,1,0,0.0,21,4.255706582582625,1,C8
2208,0,1,4,3,1,2,2.0,12,4.303766099779155,0,C1
2212,1,1,3,3,1,8,1.0,10,4.410709764916316,0,C12
2215,1,1,3,3,1,0,0.0,22,4.434824296268494,0,C7
2224,1,1,3,3,1,4,3.0,7,4.420516831228617,0,C1
2227,1,1,3,3,1,8,3.0,22,4.292699003043929,0,C2
2239,1,1,4,3,1,4,4.0,14,4.413634997198556,0,C9
2253,1,1,2,2,1,1,3.0,17,4.3014640731433,0,C6
2255,1,1,4,3,1,3,3.0,9,4.455027682356781,1,C7
2257,1,1,3,3,1,15,1.0,18,4.433033388650613,1,C3
2258,1,1,1,1,0,3,1.0,15,4.227938097369417,0,C17
2269,1,1,3,3,1,1,1.0,17,4.333648756514701,0,C2
2270,1,1,2,2,1,4,4.0,22,4.103974669386388,1,C2
2279,1,1,3,3,1,1,2.0,17,4.4620983811351556,1,C2
2281,1,1,3,3,1,5,3.0,8,4.31095657002272,0,C1
2283,1,1,4,4,1,0,0.0,18,4.40082109508931,0,C2
2284,1,1,3,3,1,6,3.0,22,4.510545010206612,0,C2
2285,1,1,3,3,1,3,3.0,12,4.376832349290807,0,C16
2289,0,1,2,2,1,3,1.0,2,4.171199716800422,0,C5
2293,1,1,4,4,1,15,3.0,15,4.556996816633641,0,C1
2299,0,1,2,1,0,2,1.0,22,4.1618230242047565,1,C3
2300,0,1,2,1,0,1,3.0,20,4.071513805095089,0,C16
2302,0,1,3,3,1,2,3.0,5,4.294730690484331,1,C9
2322,0,1,2,1,0,15,1.0,18,4.267687879865739,0,C4
2323,1,1,4,4,1,15,3.0,18,4.403566602538052,0,C1
2331,0,1,2,1,0,3,2.0,18,4.421024481177597,0,C4
2332,1,1,4,4,1,15,3.0,16,4.495447200122583,0,C1
2334,1,1,3,3,1,0,0.0,7,4.412453827153875,0,C1
2336,1,1,4,3,1,8,1.0,18,4.490169250834894,0,C2
2338,1,1,2,2,1,0,0.0,18,4.232365799228399,0,C1
2349,1,1,2,2,1,12,2.0,13,4.1045963540451815,1,C14
2354,0,1,3,1,0,5,3.0,13,4.477121254719663,0,C2
2355,0,1,3,1,0,8,1.0,12,4.434466705073402,0,C3
2361,1,1,3,1,1,0,0.0,15,4.242342621024643,1,C1
2363,1,1,3,1,1,0,0.0,11,4.253473701150333,0,C2
2365,0,1,2,2,1,8,3.0,21,4.274527304396044,0,C2
2368,0,1,2,1,0,2,1.0,20,4.171761546738936,1,C6
2373,1,1,2,2,1,5,3.0,20,4.286761760813056,0,C1
2381,1,1,4,4,1,15,3.0,16,4.458643891341625,0,C1
2382,1,1,3,2,1,8,3.0,22,4.282341101191263,1,C13
2384,0,1,1,1,1,0,0.0,5,3.764475027434409,1,C1
2387,1,1,4,1,0,15,2.0,20,4.386249196708923,0,C11
2397,1,1,3,3,1,13,3.0,7,4.431595326138296,0,C4
2402,1,1,2,2,1,0,0.0,16,4.337355417552248,0,C4
2403,1,1,2,2,1,0,0.0,12,4.136289228576717,1,C5
2407,1,1,4,4,1,0,0.0,20,4.532866440528896,1,C11
2410,0,1,3,1,1,15,3.0,18,4.231061610614955,0,C1
2411,0,1,3,2,0,10,2.0,21,4.348382756417916,0,C28
2413,1,1,2,2,1,7,3.0,17,4.238146506431035,0,C3
2421,0,1,4,4,1,15,2.0,20,4.449138853393678,0,C1
2423,0,1,2,2,1,1,4.0,17,4.269625005754315,0,C10
2426,1,1,2,1,0,0,0.0,1,4.268952202394499,0,C18
2430,0,1,2,2,1,0,0.0,4,4.352043521636531,0,C32
2438,1,1,2,1,1,1,4.0,22,4.2123793976472,0,C1
2442,1,1,3,3,1,2,1.0,2,4.2837353061828685,0,C19
2447,0,1,3,3,1,0,0.0,5,4.432809005033168,0,C1
2451,0,1,3,2,1,6,3.0,21,4.270296768427931,0,C8
2452,1,1,2,1,0,2,3.0,1,4.185666787701161,0,C17
2453,1,1,3,3,1,0,0.0,20,4.263162464962217,0,C7
2457,1,1,4,4,1,15,3.0,18,4.471526401408829,1,C1
2469,1,1,4,4,1,12,2.0,17,4.495832846334449,0,C2
2470,1,1,3,3,1,5,1.0,12,4.41982362360833,0,C1
2483,1,1,3,1,0,4,3.0,19,4.451402613597493,0,C24
2484,1,1,4,3,1,12,3.0,7,4.474938515734845,0,C1
2489,1,1,2,1,0,0,0.0,17,4.488325050357719,0,C18
2491,1,1,4,4,1,0,0.0,21,4.440814659957681,0,C2
2494,0,1,3,3,0,0,0.0,2,4.339252634032699,0,C3
2499,1,1,4,4,1,12,3.0,21,4.434466705073402,0,C11
2505,1,1,2,2,1,0,0.0,16,4.294730690484331,1,C17
2507,0,1,2,2,1,0,0.0,20,4.212304821450244,1,C6
2508,0,1,2,1,1,6,3.0,21,4.295716603465983,1,C1
2512,1,1,2,2,1,8,1.0,7,4.295347148333618,0,C1
2513,1,1,3,3,1,15,3.0,5,4.331159956111007,1,C1
2521,1,1,2,2,1,0,0.0,21,4.270072962969794,0,C19
2531,0,1,3,3,1,9,3.0,18,4.389166084364533,0,C5
2533,0,1,3,1,0,5,4.0,19,4.373265183647123,0,C15
2542,1,1,3,2,1,15,3.0,18,4.220944476323413,0,C26
2545,0,1,1,1,1,0,0.0,4,4.149588567787744,0,C9
2550,1,1,2,1,1,1,4.0,2,4.117085603360029,0,C13
2551,1,1,3,3,1,0,0.0,5,4.490758867173194,0,C1
2552,0,1,1,1,0,1,1.0,22,4.104814757108323,1,C20
2563,0,1,2,2,1,0,0.0,21,4.086744118015646,1,C8
2570,1,1,1,1,1,4,1.0,22,4.1138898973886935,0,C1
2572,0,1,4,4,1,9,3.0,11,4.499004869655955,1,C2
2575,1,1,3,3,1,0,0.0,18,4.383671773821113,0,C9
2579,1,1,3,3,1,1,3.0,17,4.364138078662601,0,C1
2593,1,1,4,4,1,0,0.0,18,4.472545831232627,1,C1
2611,1,1,2,2,0,1,3.0,6,4.275219186782149,0,C13
2614,1,1,1,1,1,6,3.0,13,4.123623004751274,0,C2
2616,0,1,4,3,1,15,2.0,20,4.526091038182226,0,C34
2621,1,1,3,3,1,6,3.0,12,4.2564290823032485,1,C24
2623,1,1,3,2,1,1,1.0,19,4.347173836413207,0,C17
2624,1,1,4,3,1,0,0.0,17,4.564258796233499,0,C1
2628,1,1,2,1,1,0,0.0,19,4.115171002984051,0,C8
2632,1,1,3,2,1,1,2.0,22,4.3350565194390915,1,C2
2634,1,1,2,2,1,1,3.0,14,4.232487866352987,0,C8
2648,1,1,3,2,1,7,4.0,19,4.492145518044287,0,C15
2649,1,1,3,1,0,0,0.0,22,4.411053744536523,0,C7
2650,0,1,3,2,1,0,0.0,16,4.379515814049955,0,C1
2666,1,1,3,3,1,0,0.0,6,4.343574007815342,0,C4
2668,1,1,4,4,1,15,4.0,14,4.48633411571826,0,C20
2669,1,1,3,3,1,5,3.0,22,4.4557582031041365,1,C20
2671,0,1,4,4,1,6,3.0,18,4.438542348786111,0,C15
2686,1,1,3,3,1,15,4.0,12,4.2789364233011,0,C3
2690,0,1,1,1,1,0,0.0,15,3.872132954297757,0,C25
2693,1,1,4,3,0,15,4.0,17,4.568633456347434,0,C2
2694,1,1,4,3,1,15,3.0,22,4.476054476473689,0,C1
2698,1,1,2,2,1,13,1.0,8,4.0427329796217215,0,C4
2705,1,1,4,4,1,1,4.0,17,4.419129307741976,0,C10
2712,0,1,4,4,1,3,1.0,20,4.363190641530789,0,C11
2713,0,1,2,2,1,10,3.0,1,4.014066686569023,0,C6
2714,0,1,1,1,1,0,0.0,22,4.257352131496427,0,C12
2715,1,1,2,1,1,13,3.0,21,4.368234803640266,0,C7
2719,0,1,1,1,1,0,0.0,2,4.015694988526518,0,C25
2727,1,1,2,2,1,13,3.0,18,4.211681076299139,0,C3
2729,1,1,3,2,1,4,1.0,18,4.382755256046617,0,C10
2731,1,1,2,1,1,4,3.0,14,4.100467044280698,0,C1
2734,1,1,2,2,0,15,3.0,21,4.071646393855668,0,C2
2742,1,1,2,1,1,6,2.0,20,4.331872498488898,1,C3
2744,1,1,3,3,1,2,2.0,20,4.366602241807456,0,C7
2745,1,1,3,3,1,15,4.0,15,4.3896621375102995,1,C7
2750,1,1,3,2,0,2,1.0,19,4.494822225943779,1,C1
2763,1,1,4,4,1,0,0.0,17,4.37267638951965,0,C1
2764,0,1,1,1,0,4,3.0,3,4.3222192947339195,0,C2
2767,1,1,3,1,1,1,3.0,20,4.313445370426414,0,C3
2771,1,1,1,1,0,0,0.0,4,4.0558979504110075,0,C9
2788,1,1,3,3,1,7,4.0,22,4.398495550138137,1,C24
2796,1,1,4,2,1,1,4.0,19,4.540499654842894,1,C1
2801,1,1,3,2,1,0,0.0,18,4.3778160291720605,0,C3
2806,1,1,4,4,1,15,3.0,18,4.467353521095414,0,C22
2811,0,1,4,3,1,5,1.0,12,4.405578559394737,0,C2
2817,1,1,3,1,1,0,0.0,17,4.463982525009707,1,C17
2821,0,1,1,1,1,2,2.0,17,4.118793627944349,1,C6
2826,0,1,2,2,1,0,0.0,8,4.304792016492227,0,C3
2838,1,1,4,2,0,7,1.0,19,4.546641355554889,1,C3
2839,1,1,2,1,0,2,1.0,10,4.385477574684375,0,C13
2840,1,1,2,1,0,1,3.0,22,4.309289410655256,1,C6
2842,1,1,4,4,1,15,3.0,18,4.541489380619315,1,C2
2863,1,1,3,3,1,1,3.0,21,4.441380884916511,0,C3
2865,1,1,3,3,1,15,3.0,18,4.343574007815342,0,C10
2872,1,1,3,2,0,0,0.0,16,4.338233312498249,1,C3
2875,1,1,4,4,1,15,4.0,17,4.450323024493806,0,C26
2884,1,1,3,3,1,0,0.0,2,4.402226981529326,1,C7
2886,1,1,1,1,1,2,3.0,18,4.1194868355646355,0,C2
2888,1,1,4,4,1,5,4.0,17,4.546769621734748,0,C1
2892,0,1,2,1,1,1,3.0,21,4.074157919697316,0,C13
2896,1,1,4,3,1,0,0.0,18,4.482087141826486,0,C1
2903,1,1,4,4,1,0,0.0,17,4.507931394603926,1,C1
2931,1,1,3,1,0,0,0.0,22,4.26379697624068,1,C3
2939,1,1,4,4,1,10,4.0,6,4.48572142648158,1,C20
2940,0,1,3,3,1,15,3.0,21,4.444369614174724,0,C12
2941,1,1,2,2,1,1,1.0,16,4.248267603534647,0,C15
2944,1,1,2,1,0,0,0.0,17,4.41299112090285,0,C21
2946,1,1,2,1,1,0,0.0,20,3.9873086737311825,0,C7
2948,1,1,3,3,1,5,1.0,22,4.35839175864902,0,C2
2951,1,1,4,4,1,15,3.0,13,4.437877345621435,0,C1
2953,1,1,2,1,0,6,3.0,1,4.185712099870006,0,C3
2958,1,1,2,2,1,2,1.0,1,4.185712099870006,0,C20
2986,1,1,3,1,1,15,2.0,1,4.32676993840807,0,C24
2996,1,1,4,4,1,0,0.0,9,4.481270596619722,0,C3
2998,1,1,3,3,1,1,3.0,17,4.376138792080481,0,C3
2999,1,1,3,3,1,15,3.0,21,4.167813387893943,0,C8
3001,1,1,4,4,1,0,0.0,19,4.511241467305815,1,C1
3003,1,1,3,2,1,15,1.0,19,4.379885398643749,1,C1
3004,1,1,3,3,1,3,4.0,17,4.468181853373804,0,C3
3008,1,1,3,2,1,15,3.0,8,4.270212854896243,0,C4
3011,1,1,3,1,1,0,0.0,3,4.473632926873841,0,C2
3013,1,1,3,1,1,7,3.0,16,4.448953534644588,0,C1
3016,1,1,3,3,1,15,4.0,17,4.286411555895978,0,C15
3017,0,1,2,2,0,2,1.0,9,4.41986326529353,0,C5
3018,1,1,3,3,1,0,0.0,3,4.399632193329997,0,C2
3022,1,1,3,3,1,0,0.0,14,4.394787778726574,1,C23
3028,1,1,3,3,1,0,0.0,13,4.188309630194004,0,C11
3030,1,1,2,1,0,2,3.0,15,4.253880534418401,0,C4
3032,0,1,3,2,1,15,2.0,1,4.168968646554766,0,C26
3039,1,1,3,3,1,2,3.0,1,4.3812522996976995,0,C4
3047,0,1,3,1,0,15,3.0,2,4.283301228703549,0,C11
3050,1,1,4,2,0,0,0.0,1,4.2934951434720245,0,C19
3056,1,1,4,1,1,5,3.0,5,4.482644947392942,0,C7
3064,1,1,2,2,1,15,1.0,19,4.215267343431722,0,C1
3066,0,1,2,1,0,1,2.0,19,4.254837993329288,0,C24
3072,0,1,1,1,1,2,2.0,19,4.2449447527271795,0,C4
3077,1,1,1,1,1,0,0.0,21,4.023268925463059,1,C3
3081,1,1,4,4,1,7,3.0,18,4.408674042791168,0,C1
3094,0,1,3,2,0,4,3.0,18,4.220944476323413,0,C22
3099,1,1,4,4,1,11,3.0,6,4.424064525417488,1,C4
3101,1,1,4,3,1,8,3.0,19,4.408579125408668,0,C15
3109,0,1,2,1,0,0,0.0,18,4.288696260590256,0,C4
3119,1,1,2,1,1,2,2.0,20,4.187836456569674,0,C15
3120,1,1,3,3,1,5,3.0,22,4.478000534167136,0,C2
3121,0,1,1,1,1,0,0.0,2,3.8288145139280063,0,C17
3125,1,1,2,1,1,15,2.0,19,4.272584149110043,0,C1
3126,1,1,3,2,1,0,0.0,14,4.328257249731236,0,C4
3127,1,1,4,1,1,1,3.0,19,4.465144816648322,0,C1
3134,1,1,3,2,1,0,0.0,18,4.118145634352254,0,C9
3146,0,1,2,2,1,5,3.0,16,4.1292128084160264,0,C10
3148,1,1,3,2,1,15,1.0,22,4.451264354621878,1,C2
3149,0,1,2,2,1,4,2.0,19,4.253822438708073,1,C4
3154,1,1,3,1,1,0,0.0,14,4.21133416373255,0,C7
3162,1,1,3,2,1,1,3.0,21,4.412184930803323,0,C3
3163,0,1,4,3,1,15,3.0,19,4.520844966846424,0,C1
3170,1,1,3,3,1,4,4.0,10,4.440909082065217,0,C4
3182,1,1,3,3,1,12,3.0,9,4.2635887314599445,0,C22
3184,1,1,1,1,1,3,3.0,10,3.969042967305813,0,C20
3189,1,1,4,4,1,10,4.0,22,4.4496819993118875,1,C1
3193,0,1,3,2,0,9,3.0,22,4.379327277263012,0,C1
3194,1,1,3,1,1,4,3.0,15,4.324874832207196,1,C2
3196,1,1,3,3,1,12,4.0,18,4.345177616542704,0,C1
3198,1,1,4,3,1,4,3.0,12,4.31849741244208,0,C26
3201,1,1,3,3,1,11,3.0,21,4.389166084364533,1,C1
3204,1,1,3,3,1,0,0.0,18,4.3537085504436694,0,C1
3206,1,1,2,2,1,11,3.0,13,4.133334486393319,0,C23
3207,0,1,4,3,1,15,4.0,8,4.3841562072030795,0,C5
3214,1,1,2,2,1,0,0.0,21,4.405312202758419,0,C1
3220,1,1,3,3,1,0,0.0,4,4.396722278503773,0,C8
3221,1,1,2,1,0,4,3.0,1,4.272305844402086,0,C4
3225,0,1,3,1,0,0,0.0,1,4.392542197291753,0,C2
3226,1,1,4,4,1,3,3.0,21,4.367281357632943,0,C8
3236,1,1,4,1,0,15,1.0,19,4.4044231656375095,0,C1
3240,1,1,3,1,1,5,3.0,19,4.524474015473596,0,C12
3242,1,1,3,3,1,0,0.0,22,4.367542273520577,0,C1
3243,0,1,2,2,1,9,2.0,20,4.340840549812332,0,C2
3246,1,1,4,3,1,0,0.0,9,4.471438407389299,0,C6
3247,1,1,2,2,1,0,0.0,16,4.277150613963797,1,C3
3248,1,1,3,3,1,2,1.0,19,4.427388722733251,0,C18
3255,1,1,4,3,1,15,4.0,17,4.348694190265541,0,C1
3259,1,1,2,2,1,0,0.0,21,4.322653372213238,1,C14
3260,0,1,3,1,1,15,3.0,21,4.3334230903719755,0,C1
3263,1,1,2,1,1,1,3.0,18,4.30513631894364,0,C2
3270,1,1,3,1,0,11,4.0,22,4.495488833107507,1,C1
3289,1,1,4,3,1,0,0.0,12,4.358117669348724,0,C1
3297,1,1,2,2,1,0,0.0,22,4.2854672904600575,0,C2
3300,1,1,4,3,0,0,0.0,22,4.5258840637314215,0,C1
3309,1,1,2,2,1,2,3.0,2,4.20227029773729,0,C3
3310,1,1,3,2,1,6,1.0,1,4.2979267582711,0,C19
3321,0,1,4,4,1,2,4.0,17,4.41773733705707,0,C8
3322,1,1,2,2,1,4,3.0,18,4.155366406646705,0,C2
3324,0,1,2,2,1,0,0.0,1,4.187836456569674,0,C17
3327,1,1,3,1,1,15,4.0,17,4.27316800913332,1,C2
3329,1,1,3,2,1,15,4.0,17,4.43568513794163,1,C1
3331,1,1,4,3,1,0,0.0,8,4.552668216112194,0,C1
3336,1,1,4,3,1,8,3.0,18,4.4374968861298205,0,C1
3343,1,1,3,2,0,0,0.0,20,4.428653045262011,0,C7
3345,1,1,2,2,1,3,3.0,18,4.269625005754315,0,C10
3352,0,1,3,1,0,9,4.0,20,4.481866682683289,0,C6
3354,1,1,2,2,1,2,2.0,13,4.118793627944349,0,C21
3357,1,1,1,1,1,7,3.0,18,4.061452479087193,0,C3
3367,1,1,4,4,1,0,0.0,18,4.414939939418018,0,C4
3369,0,1,2,2,1,0,0.0,22,4.218304380157204,0,C1
3374,0,1,1,1,1,1,1.0,16,3.99370069482035,0,C16
3375,1,1,3,1,0,12,2.0,5,4.413534454431142,0,C13
3386,1,1,3,3,1,15,3.0,14,4.378615902031224,0,C2
3392,1,1,3,3,1,15,3.0,18,4.427388722733251,0,C2
3394,1,1,3,3,1,0,0.0,12,4.378005223024716,0,C8
3401,1,1,2,2,1,0,0.0,18,4.142639707832417,0,C4
3415,0,1,4,4,1,8,4.0,20,4.327514230761455,0,C11
3424,0,1,4,3,1,15,3.0,16,4.392148023991005,0,C18
3425,1,1,4,4,1,0,0.0,20,4.421110129793434,0,C8
3430,0,1,2,2,1,9,3.0,21,4.140445188347875,0,C2
3431,1,1,2,1,1,6,1.0,2,3.998782269831736,1,C11
3433,0,1,1,1,1,4,4.0,18,3.8366784971885965,1,C6
3434,0,1,1,1,1,7,4.0,19,4.011350491968417,0,C9
3439,1,1,2,1,1,2,2.0,13,4.300986564044174,0,C3
3447,1,1,3,3,1,0,0.0,18,4.3597027082741135,0,C1
3459,0,1,3,2,1,8,3.0,17,4.43549398719827,1,C16
3472,1,1,3,1,0,0,0.0,13,4.3892653403315744,0,C7
3488,1,1,2,1,0,2,1.0,14,4.377160490206987,0,C4
3495,0,1,2,2,1,4,2.0,22,4.127312173076592,0,C1
3499,1,1,2,2,1,15,4.0,22,4.351022852584124,0,C3
3500,1,1,3,3,1,4,2.0,20,4.334711034619299,0,C1
3504,0,1,2,2,1,6,1.0,19,4.105469308071567,0,C3
3506,0,1,3,2,1,4,3.0,18,4.512727076624245,0,C3
3508,1,1,2,1,0,0,0.0,21,4.194458837443526,0,C3
3525,1,1,2,2,1,5,3.0,18,4.159807732969431,0,C3
3534,1,1,3,3,1,15,4.0,6,4.366803848533817,1,C11
3542,1,1,4,4,1,6,3.0,19,4.494510792096153,0,C1
3546,1,1,2,2,1,0,0.0,13,4.303040461378255,0,C1
3549,1,1,4,4,1,13,3.0,18,4.514786748070465,0,C1
3553,0,1,2,2,1,6,1.0,19,4.169133432928173,1,C10
3570,1,1,4,2,1,6,4.0,4,4.358117669348724,0,C9
3578,1,1,2,1,1,0,0.0,16,4.134151597606897,1,C17
3584,1,1,3,3,1,0,0.0,1,4.399742926242862,0,C18
3588,0,1,3,2,1,9,2.0,20,4.2854672904600575,1,C1
3594,1,1,4,2,1,15,3.0,19,4.565545595639816,0,C15
3595,1,1,4,4,1,0,0.0,21,4.505149978319906,0,C9
3609,0,1,1,1,1,0,0.0,20,4.073498398717262,0,C17
3610,0,1,3,3,1,1,1.0,1,4.421208934135096,0,C7
3613,1,1,3,2,1,1,3.0,9,4.334839619218877,0,C16
3616,1,1,3,3,1,0,0.0,22,4.353570041598004,1,C4
3624,0,1,2,2,1,0,0.0,8,4.193124598354461,1,C15
3627,1,1,3,1,1,0,0.0,17,4.329926440795452,0,C1
3639,1,1,2,2,1,13,2.0,17,4.282009999342054,1,C3
3642,1,1,3,3,1,15,4.0,22,4.4341535710666005,0,C1
3643,1,1,2,2,1,3,1.0,12,4.28397928423848,0,C3
3644,0,1,1,1,1,8,3.0,11,4.148898663779431,0,C10
3647,0,1,4,3,1,15,1.0,21,4.414939939418018,0,C1
3656,1,1,2,2,1,1,3.0,18,4.28443073384452,1,C3
3658,1,1,4,4,1,5,3.0,1,4.383994789441733,0,C4
3664,1,1,3,3,1,3,1.0,18,4.5124709312426505,0,C1
3665,0,1,4,3,1,4,3.0,16,4.53217323290861,0,C8
3668,0,1,2,1,1,6,3.0,8,4.230704313612569,1,C9
3672,1,1,3,3,1,6,4.0,6,4.349160922692949,1,C4
3677,1,1,3,3,1,7,3.0,10,4.343999069057161,0,C4
3684,1,1,3,3,1,15,1.0,21,4.36776579101491,0,C2
3687,0,1,1,1,1,4,3.0,18,4.230704313612569,0,C23
3688,0,1,2,2,1,0,0.0,22,4.044194696319873,1,C8
3697,0,1,4,3,1,0,0.0,19,4.381454438161625,0,C1
3703,1,1,3,1,0,0,0.0,22,4.453241873019478,0,C2
3705,0,1,2,2,1,0,0.0,21,4.333003684755698,0,C15
3709,1,1,3,1,0,0,0.0,7,4.41982362360833,0,C4
3722,0,1,4,4,1,3,3.0,20,4.446984278796632,0,C11
3723,1,1,2,2,1,1,1.0,18,4.474006352934598,0,C10
3725,1,1,4,4,1,5,3.0,14,4.401400540781544,0,C1
3726,1,1,3,1,0,3,2.0,13,4.348561858167471,1,C2
3746,1,1,2,1,0,2,4.0,16,4.3126765504169935,0,C11
3749,1,1,3,3,1,15,3.0,21,4.420368379857524,0,C2
3759,1,1,4,4,1,15,1.0,17,4.403566602538052,0,C3
3768,1,1,3,3,1,3,3.0,22,4.391781685308884,0,C2
3774,1,1,3,1,1,9,1.0,1,4.317210613035764,0,C3
3777,1,1,3,3,1,0,0.0,21,4.292690148835795,1,C1
3786,0,1,3,1,1,15,2.0,15,4.323779947376492,0,C3
3787,1,1,2,1,0,1,2.0,20,4.342422680822207,0,C7
3791,1,1,3,1,1,4,1.0,2,4.406199423663312,0,C8
3794,1,1,4,3,1,8,1.0,17,4.5411397352563325,0,C1
3797,1,1,3,3,1,0,0.0,1,4.423327808562445,0,C19
3798,0,1,3,3,1,2,3.0,15,4.459488986922366,1,C2
3805,1,1,2,1,0,0,0.0,16,4.157909866226345,1,C16
3816,1,1,3,2,0,3,2.0,22,4.500697427795044,0,C2
3821,1,1,2,2,1,0,0.0,22,4.2449447527271795,1,C2
3831,1,1,4,4,1,0,0.0,21,4.560967734015165,1,C1
3837,0,1,1,1,1,4,3.0,22,3.9397188823541045,0,C2
3840,0,1,4,4,1,1,3.0,19,4.41395657772558,0,C1
3844,1,1,4,3,0,7,2.0,13,4.387731431874357,1,C1
3845,0,1,4,4,1,2,4.0,22,4.430107319916718,0,C8
3853,0,1,2,2,1,0,0.0,1,4.3130906995354055,0,C19
3855,0,1,2,1,0,15,3.0,22,4.262071212617293,0,C20
3870,1,1,4,2,0,15,4.0,19,4.598650459767717,0,C21
3876,1,1,4,4,1,5,1.0,1,4.509256301599564,0,C3
3877,1,1,3,3,1,1,4.0,11,4.2802413655205624,0,C2
3878,1,1,4,4,1,1,3.0,15,4.35073245171613,0,C19
3883,0,1,1,1,1,0,0.0,2,4.048130927028968,0,C25
3886,1,1,4,3,1,10,4.0,22,4.514770819134231,0,C1
3892,1,1,3,2,1,0,0.0,1,4.214313897424399,0,C15
3893,1,1,4,4,1,15,3.0,21,4.425018760606917,0,C4
3894,1,1,3,3,1,6,4.0,22,4.2596655387296725,1,C33
3898,1,1,4,3,1,0,0.0,15,4.399466041004344,0,C14
3900,1,1,4,3,1,15,2.0,16,4.498310553789601,0,C3
3905,1,1,3,3,1,2,3.0,19,4.381403912365291,0,C25
